id,image data,nlp data,num_data,revenue
6156,16917056,13173196,24189508,10000000
6157,14688468,15518382,83368690,10000000
6158,11452456,11313766,11521746,10000000
6159,4176610.8,11557047,48579264,10000000
6160,10148587,13188386,15586335,10000000
6161,13086849,7249404.5,3387746.8,10000000
6162,14882667,7604555,1274544.2,10000000
6163,6838518.5,5608654,3273804.2,10000000
6164,2468809.5,1268614.2,10445079,10000000
6165,6381020.5,6851575,11218236,10000000
6166,12118364,9323031,24718954,10000000
6167,13859972,4289127.5,19610552,10000000
6168,27464712,7679296,48537696,10000000
6169,18849872,12061103,4997881.5,10000000
6170,14928198,6309544,18157966,10000000
6171,1390878.5,9253444,163738.48,10000000
6172,10716760,17278842,9760505,10000000
6173,5561337,8604221,27151420,10000000
6174,12222737,8701906,3819163.8,10000000
6175,11868475,2762842.8,48401510,10000000
6176,6483380.5,11804677,45284844,10000000
6177,781029.9,3193322.5,1119366.9,10000000
6178,14665878,21061158,219338110,10000000
6179,13555835,7959922.5,33984144,10000000
6180,10251055,8241017.5,6578950.5,10000000
6181,21170296,18825662,255031120,10000000
6182,4221234.5,10875645,9732599,10000000
6183,23726828,28947566,631161660,10000000
6184,5773377.5,12603799,2766320.2,10000000
6185,10159378,7127045.5,1298472.6,10000000
6186,1486242.8,5959679,3367419.8,10000000
6187,15525393,14966365,80011940,10000000
6188,4939430,15053979,24763774,10000000
6189,15800549,10933954,63129396,10000000
6190,4744330,2436989.5,426953.62,10000000
6191,7596144.5,6912951.5,19399398,10000000
6192,23846930,11659713,3518727,10000000
6193,12861671,6590296.5,1490273.2,10000000
6194,10720077,13964536,807978.25,10000000
6195,13303784,10943792,17655108,10000000
6196,4097868,12115307,2889885,10000000
6197,15053880,23589994,114891200,10000000
6198,24638176,23317834,466799600,10000000
6199,8150467,8052600,1491852.6,10000000
6200,1366916.2,7883292,2902836.8,10000000
6201,7309617.5,17890538,103834290,10000000
6202,17501290,21977886,475591300,10000000
6203,1089010.2,7301793.5,2216777.2,10000000
6204,2873295.5,4621161.5,246100.75,10000000
6205,9706015,17037526,55044810,10000000
6206,8585812,19116108,26262968,10000000
6207,11400401,2569945,31022166,10000000
6208,953366.75,240023.38,57979.26,10000000
6209,1765145.8,4944426,195842.19,10000000
6210,2974398,10515566,51791364,10000000
6211,13256006,9884878,2890982.2,10000000
6212,11813931,28354266,58221560,10000000
6213,7042852,10710698,2625369,10000000
6214,9719556,9602424,27749972,10000000
6215,4912479,938117.1,16733566,10000000
6216,15419201,6649857.5,993747.3,10000000
6217,14956690,8138260.5,14465208,10000000
6218,13585603,17006820,15186412,10000000
6219,662493.7,1916330.2,753121.6,10000000
6220,19485436,7607489.5,5607608,10000000
6221,6666750,2430680.8,882040.1,10000000
6222,15925167,8085651,14810186,10000000
6223,11980306,4135672.2,14355621,10000000
6224,2326883.8,14759648,63087670,10000000
6225,5086131.5,951528.4,6133897.5,10000000
6226,4003577.2,15462839,1900979,10000000
6227,30433146,5542144.5,785831.8,10000000
6228,18529342,17723678,3625870.5,10000000
6229,13274041,372942.75,518560.47,10000000
6230,6583123,7622999,77674090,10000000
6231,17030620,13326271,1491479.5,10000000
6232,13054618,18302646,128820970,10000000
6233,18033532,9627584,6595241,10000000
6234,14808393,10509886,21691256,10000000
6235,7913361.5,11801362,5841503,10000000
6236,4725369,12655613,12983758,10000000
6237,4745743,8264610.5,1545840.1,10000000
6238,28089228,19239772,171279070,10000000
6239,14878931,17408538,140243070,10000000
6240,3153202.5,5942037.5,848855.94,10000000
6241,16929956,8200441,1173120,10000000
6242,2834024.2,1146371.9,5176850.5,10000000
6243,15025472,17095580,31389584,10000000
6244,6902025.5,6921498,3379286.8,10000000
6245,7892244,6251858.5,5842668,10000000
6246,23987758,21985186,21667590,10000000
6247,15378659,7806181,1032509.4,10000000
6248,6923454,9839627,15150278,10000000
6249,13419599,10681210,11791318,10000000
6250,11049679,11879548,45870450,10000000
6251,11994584,5773994,15755177,10000000
6252,921330.94,16853228,1652164.1,10000000
6253,5481952.5,15778578,137538200,10000000
6254,15531359,7962113.5,1124795.4,10000000
6255,16137885,5925479,3186315.2,10000000
6256,20152158,17852740,64558708,10000000
6257,17773572,2352391,212143.42,10000000
6258,2947719,5911369.5,970982.4,10000000
6259,10546511,635698.1,4898367,10000000
6260,6751576.5,13611308,75399500,10000000
6261,2375715.2,8941924,2768353.8,10000000
6262,10899155,10177320,31696740,10000000
6263,872056.9,13271812,875636.7,10000000
6264,12427107,3499999.8,6822752,10000000
6265,1542628,14547934,1568241.6,10000000
6266,14441460,20374960,68137130,10000000
6267,14897570,2586964.2,43826.69,10000000
6268,13167091,10975743,163079600,10000000
6269,4194859.5,10169481,99191750,10000000
6270,17042524,15888488,228070700,10000000
6271,5997027,4075179.5,1142489,10000000
6272,14869787,1135954.2,1585316.5,10000000
6273,4754804.5,15911123,230429550,10000000
6274,12707886,13917850,21108284,10000000
6275,9299618,2465310.8,278011.62,10000000
6276,19900070,13468763,18855796,10000000
6277,16183797,14435300,1138822.9,10000000
6278,5918746.5,12322584,14601193,10000000
6279,6610872.5,10808377,25452152,10000000
6280,4077308.5,1709031.8,658893.94,10000000
6281,22980514,20541344,215387020,10000000
6282,10405726,8374026.5,29067064,10000000
6283,8972283,24642296,97245020,10000000
6284,8496744,21864494,39456120,10000000
6285,10940981,12130464,3483588.8,10000000
6286,15458372,4710083,9494152,10000000
6287,18541482,16347349,139864260,10000000
6288,17864500,14686495,117459070,10000000
6289,4651872,8586029,202934.5,10000000
6290,9721384,19823654,36590476,10000000
6291,13421388,17192912,279325570,10000000
6292,21190642,22841190,530215900,10000000
6293,8515227,13408370,2085551.2,10000000
6294,16712276,26794816,292427780,10000000
6295,5040412.5,8756521,2631561,10000000
6296,19204470,10312711,75984730,10000000
6297,2298912.5,4083259.2,1795210.1,10000000
6298,7847150.5,5586255,541302.9,10000000
6299,4361663,14430864,8892086,10000000
6300,15579205,3443472.2,6060059.5,10000000
6301,22140078,8700304,2726402.5,10000000
6302,11586098,7202167.5,2264676,10000000
6303,2253059.2,8789909,4237644.5,10000000
6304,9364507,26720850,98261096,10000000
6305,7587998,9727798,15400970,10000000
6306,5399769.5,13149550,326705.3,10000000
6307,16396227,9251362,4355236,10000000
6308,12279346,819095.7,414874.38,10000000
6309,12673236,17800072,49076384,10000000
6310,7365418,6626732.5,1670866.9,10000000
6311,5242370,7330423.5,1975541.1,10000000
6312,9634978,17449644,16051835,10000000
6313,1304319.8,6488443,16579592,10000000
6314,2373861.8,4048197,8922031,10000000
6315,14877490,13324076,43453390,10000000
6316,10536675,18756446,169276180,10000000
6317,15753944,20020560,31343912,10000000
6318,21685738,17871580,26275860,10000000
6319,13118957,2165179.2,643628.75,10000000
6320,14641739,5451499.5,89200056,10000000
6321,8342218.5,16950284,29641950,10000000
6322,7219971,7683630.5,10926984,10000000
6323,3943522.2,5978032.5,1885308.1,10000000
6324,24134672,14208115,27843046,10000000
6325,11830449,2552279,1213481.1,10000000
6326,9848172,5506128.5,4520340.5,10000000
6327,12314757,12383383,23194212,10000000
6328,7340464.5,1355612.6,98739.9,10000000
6329,11789066,5779850.5,1787613.2,10000000
6330,17220998,19110010,102977960,10000000
6331,3361571,3694014,646450.56,10000000
6332,2228000,9185118,1131028.8,10000000
6333,1695090.1,1190448.1,122309.836,10000000
6334,23559738,13676032,24865376,10000000
6335,10279979,9820474,74537030,10000000
6336,20724480,10681036,43580524,10000000
6337,1451341.5,3595146.8,1234234.2,10000000
6338,10929395,4309799.5,679673.56,10000000
6339,1626184.6,570396.06,2474829.5,10000000
6340,1428333.2,4556237.5,411906.84,10000000
6341,5847585,8248086,17678224,10000000
6342,15598882,20054492,28091192,10000000
6343,18231318,7599070.5,28049944,10000000
6344,12051206,11890835,1263879.6,10000000
6345,9430498,26645332,122074150,10000000
6346,20702750,19723564,59524972,10000000
6347,17616480,11905260,36835970,10000000
6348,5320960,10636176,31621448,10000000
6349,11674703,6447409.5,1103992,10000000
6350,1502075,11768020,112118420,10000000
6351,6470254,10831978,40727740,10000000
6352,12893087,3394024.8,1184327.2,10000000
6353,16635899,10439912,2225337,10000000
6354,7143666,632253.1,110402.52,10000000
6355,531796.9,9621637,9789218,10000000
6356,6402902.5,746252.6,63413.402,10000000
6357,8079754,7993163.5,524218.75,10000000
6358,1394757.1,5774139.5,292444.7,10000000
6359,13608549,12258421,10448307,10000000
6360,27157442,11667471,137970960,10000000
6361,7153163.5,465422,1169950.8,10000000
6362,7794721.5,1804074.2,1677478.6,10000000
6363,1396893,8864873,6020728,10000000
6364,12194878,11578429,106691520,10000000
6365,13198507,14561394,5870870.5,10000000
6366,10849830,7377873,3001561.8,10000000
6367,7530141.5,10309285,47312770,10000000
6368,8882168,13375073,2180418.2,10000000
6369,6738056,9443221,153497300,10000000
6370,12217557,1594003.6,321772.88,10000000
6371,16499866,17642216,14105456,10000000
6372,15591795,4506366,1353332.8,10000000
6373,12468537,6010229,2965266.2,10000000
6374,7320922,7096276,91369256,10000000
6375,13073022,916104.4,1203867.8,10000000
6376,6871222,2569782.5,4650671.5,10000000
6377,3898078.5,8372780.5,506766.22,10000000
6378,13883304,16784092,152445570,10000000
6379,3028852.8,1816642.4,5505560.5,10000000
6380,14490776,27991712,1322606700,10000000
6381,9847294,14022070,30642962,10000000
6382,171100.17,6916059,70560570,10000000
6383,9750802,19335790,34193636,10000000
6384,6552346,5858016,17429098,10000000
6385,7715906.5,23807330,289146720,10000000
6386,25760886,815064,1290131.8,10000000
6387,1352163.5,552694.06,492475.53,10000000
6388,4673949.5,472021.06,183354.84,10000000
6389,22913968,17300568,119418744,10000000
6390,1460858.8,12947863,5069571.5,10000000
6391,21275878,15029200,29184646,10000000
6392,10233433,21502740,297383780,10000000
6393,5608255.5,12720759,140912800,10000000
6394,8700545,293943.8,468834,10000000
6395,1482268,6962331.5,810680.94,10000000
6396,4509813,5852044.5,2796739.2,10000000
6397,11307877,17958368,16541332,10000000
6398,3730724.8,2736915.2,517643.66,10000000
6399,2058983.5,11993198,15504051,10000000
6400,7378870,14716680,977627.8,10000000
6401,8248836.5,14267815,11722837,10000000
6402,1144278.6,9008886,998209.6,10000000
6403,14986372,2430047,5293564.5,10000000
6404,14717964,11708755,4916573.5,10000000
6405,12857821,20153546,4567742.5,10000000
6406,23742100,13326441,15072781,10000000
6407,7753918,10337362,6782826.5,10000000
6408,7218915,11102336,114303944,10000000
6409,5120273.5,1946337.9,4484764.5,10000000
6410,5488282,9535593,1517546.2,10000000
6411,5149972,12035477,1184755.5,10000000
6412,9233816,9016512,8100267.5,10000000
6413,11958637,17229532,399372350,10000000
6414,2804182.8,14288917,3059022.8,10000000
6415,10457655,8804416,1738885.2,10000000
6416,11256511,6217181.5,103405210,10000000
6417,19563324,20523178,8430885,10000000
6418,7548966.5,11349230,21964696,10000000
6419,12075571,15362530,40348510,10000000
6420,9349578,16580704,23902916,10000000
6421,859078.44,2186501.2,196519.97,10000000
6422,10998874,6051250,7587379,10000000
6423,13788219,12456726,46654812,10000000
6424,515703.06,3261052.8,4848130,10000000
6425,17222736,11059232,4330880,10000000
6426,1631085.2,3364707.5,4811391,10000000
6427,1055615.4,13256040,920233.06,10000000
6428,11817904,27551010,23623944,10000000
6429,13660106,12892625,86164640,10000000
6430,15969599,12339342,91380020,10000000
6431,16160955,11267806,155555380,10000000
6432,1905327.9,9959563,4994099.5,10000000
6433,17273600,14404686,4457756.5,10000000
6434,4837559.5,7235389.5,13865545,10000000
6435,4032164.5,12601430,23006852,10000000
6436,3810538.2,1748754.5,2459884,10000000
6437,12382412,9043998,6244913.5,10000000
6438,8159022.5,6617841.5,3316394.5,10000000
6439,6473055,16215049,51430660,10000000
6440,14546963,10599895,4774877.5,10000000
6441,11743001,8531855,544899.94,10000000
6442,12349464,17374808,30624838,10000000
6443,11492539,3819868.5,579873.25,10000000
6444,22430654,17179566,338982530,10000000
6445,7471192.5,22031666,16786440,10000000
6446,16035082,9238885,7407419,10000000
6447,3278623.5,2376443.2,639641.4,10000000
6448,23977856,4809842,18516748,10000000
6449,4354950,10127595,964607.6,10000000
6450,4207843.5,16349478,6014966.5,10000000
6451,22411840,18071906,35002160,10000000
6452,15181656,14748945,56430028,10000000
6453,6985107.5,5990253.5,4932422.5,10000000
6454,15234854,11633018,13944320,10000000
6455,22486488,9393875,17672088,10000000
6456,11906502,15256194,96207030,10000000
6457,709527,4543421.5,581722.6,10000000
6458,7669026,1944061,1310891.1,10000000
6459,13213403,14158629,92639070,10000000
6460,14027630,28553554,108451020,10000000
6461,14197233,21910540,111554550,10000000
6462,4264180.5,3533378.2,1968840,10000000
6463,9673796,8212039,13488863,10000000
6464,4683235.5,12894434,5922378,10000000
6465,3173219,18916888,3009987,10000000
6466,23451114,14228717,3905421.8,10000000
6467,3596399.2,8566619,1446634.5,10000000
6468,5070473,19924804,10212078,10000000
6469,2701974.2,4381250.5,1577915.4,10000000
6470,5549857.5,12822226,1712054.1,10000000
6471,5882573,10430732,13370110,10000000
6472,19572504,9538675,5186721,10000000
6473,9293654,2773070.5,2684974.2,10000000
6474,609973.2,539687.5,1307915.5,10000000
6475,19562904,23273820,295424260,10000000
6476,3248345.8,312239.38,15981021,10000000
6477,1148038,12838588,4459542.5,10000000
6478,20098724,24074634,193139200,10000000
6479,1396725.6,7713132.5,41503664,10000000
6480,6068979.5,12915683,41619140,10000000
6481,388665.56,2281385.2,158114.38,10000000
6482,12383915,15229565,3259802.5,10000000
6483,11945010,14108704,98404970,10000000
6484,7391672,17203498,82447736,10000000
6485,9747821,1299947.4,595399.25,10000000
6486,16555737,19796404,60621924,10000000
6487,20933390,22512472,19782226,10000000
6488,700435.75,7799003.5,875867.9,10000000
6489,3937121.2,287941.2,23041.904,10000000
6490,7499892,7362773.5,14198338,10000000
6491,846212.2,6469176.5,6189262,10000000
6492,12199641,1256053.1,5340858.5,10000000
6493,967086.2,11284402,109134850,10000000
6494,4569053.5,12017099,15992654,10000000
6495,9661870,21504820,284815600,10000000
6496,18617282,23468256,139256050,10000000
6497,7301097,8120293.5,61535524,10000000
6498,15929874,10301387,8050575,10000000
6499,11293723,12750968,1206862.9,10000000
6500,31330518,7153277,2340896.5,10000000
6501,9277117,14326928,116003624,10000000
6502,17030150,4741501.5,6891339.5,10000000
6503,9805751,4033604.2,7274851,10000000
6504,8890919,9224295,4027624.5,10000000
6505,18537006,5130955.5,2222504.2,10000000
6506,5112470,2239218,483702.66,10000000
6507,25543794,11023545,50162650,10000000
6508,4887691,16076911,1013208.5,10000000
6509,17085332,9311653,1190511.4,10000000
6510,5440210.5,7760259,6645754.5,10000000
6511,20372904,12877641,3032154.2,10000000
6512,9967396,12404542,6175444,10000000
6513,16084096,7032516.5,1665469,10000000
6514,15290736,17739260,125218584,10000000
6515,2839488.8,15068459,9390291,10000000
6516,4068086.8,2143944.8,5739488,10000000
6517,14111537,17182114,6331087.5,10000000
6518,6317827,16649219,73534410,10000000
6519,5671787,9221041,7886313,10000000
6520,26374650,15250839,220633170,10000000
6521,984918.9,11860811,17694428,10000000
6522,15452206,11303517,38847540,10000000
6523,10147250,6039548.5,3418877.5,10000000
6524,7977876,16391150,19511706,10000000
6525,18003432,13827936,213918430,10000000
6526,3695606.5,15905384,1794522.4,10000000
6527,12929146,1576349.8,3357291.2,10000000
6528,10631718,10314422,2098271.2,10000000
6529,19495408,20073538,68863540,10000000
6530,11083387,7689729.5,3134548,10000000
6531,1745703.9,12284573,8554204,10000000
6532,7748055,2055614.4,732040.75,10000000
6533,17776968,17233910,299366300,10000000
6534,4690522,4084274.8,18673816,10000000
6535,4257664,12435134,9824370,10000000
6536,6305429.5,13253376,54734196,10000000
6537,12445526,6921860.5,9281693,10000000
6538,17387426,20062270,283795100,10000000
6539,9234416,12688814,30816876,10000000
6540,7085336.5,10134365,67284170,10000000
6541,5762453,209677.19,6791205,10000000
6542,823400.06,2940136.8,513808.25,10000000
6543,5431413.5,8033001,5656073,10000000
6544,17204390,13483528,8164721,10000000
6545,17699934,17850208,270331420,10000000
6546,1845978.6,7450662.5,1579036.1,10000000
6547,13547440,10803865,42194504,10000000
6548,8095190.5,12100608,169375100,10000000
6549,8410923,22036988,14555541,10000000
6550,14368808,13988943,34364356,10000000
6551,4063764.2,13045972,3390733.8,10000000
6552,5530423.5,7771401,1906486.2,10000000
6553,1491542.1,4262114.5,20572376,10000000
6554,12000125,11689338,40221330,10000000
6555,17073232,15724997,37217870,10000000
6556,1435171.2,8748327,4187722.2,10000000
6557,11809107,11748624,60646150,10000000
6558,5399194,17915598,31496878,10000000
6559,12235045,14371548,165311950,10000000
6560,23580144,13959507,1112608.8,10000000
6561,24927202,18005932,101379224,10000000
6562,7270779.5,6315654,6932019.5,10000000
6563,4534530,6478289,7733755.5,10000000
6564,719304.3,9845325,18468014,10000000
6565,17059428,6803790,17538060,10000000
6566,17770472,19127030,5095238.5,10000000
6567,13605148,8718577,27008738,10000000
6568,15746229,517596.88,2983126.2,10000000
6569,5523004,12122401,15964384,10000000
6570,6817709.5,10452515,1325107.4,10000000
6571,918589.75,251739.86,192694.34,10000000
6572,6721684,17880316,17745562,10000000
6573,2399667.2,14120847,3906625,10000000
6574,13007011,7791203.5,891408.25,10000000
6575,504752.78,4826352,28808958,10000000
6576,10509756,12361944,8295130.5,10000000
6577,1425111.9,15357076,60987868,10000000
6578,19252018,4055525,4283580.5,10000000
6579,702317.75,3416137.8,2357851.5,10000000
6580,3415995.2,5411392,47777860,10000000
6581,2486474,841696.6,493449.03,10000000
6582,3201505.8,260628.69,47751.07,10000000
6583,5997371.5,2014494.1,945363.3,10000000
6584,10313907,14480869,39643536,10000000
6585,3624734.2,13841709,68666950,10000000
6586,9657904,16654110,15983122,10000000
6587,10178693,1479827.4,2274489.8,10000000
6588,11105104,8279463.5,21424030,10000000
6589,4059538.2,7944564.5,170340220,10000000
6590,17344618,13263191,8132743,10000000
6591,18107364,20679408,132191144,10000000
6592,10202734,17663214,58570390,10000000
6593,14038410,9772408,117235990,10000000
6594,515931.88,2924349.8,105110.21,10000000
6595,19926062,11979276,96579736,10000000
6596,30163704,13121004,1811143.4,10000000
6597,5350637.5,7492993.5,26310744,10000000
6598,6963651,8816636,6942227.5,10000000
6599,19292798,10132869,5410169,10000000
6600,10968273,5100630.5,43509484,10000000
6601,17730390,27745394,429732640,10000000
6602,20023162,18094396,32898280,10000000
6603,8128212,6182685,6221288.5,10000000
6604,25589066,21445038,114657150,10000000
6605,11606877,3277781.2,1010029,10000000
6606,10424428,12222089,42635964,10000000
6607,1249485.8,4349469,498580.5,10000000
6608,16790536,7922325.5,2055379.5,10000000
6609,16016493,11997035,7586393,10000000
6610,14365863,13737617,2735037.2,10000000
6611,16993394,20341372,590857150,10000000
6612,11550049,5218913,23765852,10000000
6613,14818905,29259246,252789940,10000000
6614,644698.2,7322044,1355772.5,10000000
6615,30360856,19799364,101498050,10000000
6616,3942073.5,22510778,47645144,10000000
6617,10237253,8987780,15333343,10000000
6618,2440603,8393513,6572707,10000000
6619,11176010,3832296.8,1817038.4,10000000
6620,1914012.9,11451209,13342597,10000000
6621,14924107,22609772,78618170,10000000
6622,12071343,20511294,116524310,10000000
6623,13968658,18464720,105439470,10000000
6624,14158032,7762158.5,74046240,10000000
6625,18387654,4821497.5,9817395,10000000
6626,9912244,16299838,71976320,10000000
6627,528494.8,775576.2,284356.2,10000000
6628,8151056,3770099.2,7993718,10000000
6629,12138794,7500799.5,1842610.6,10000000
6630,6956467,4997676.5,3312997.8,10000000
6631,3419827.5,1308146.9,358487.03,10000000
6632,5537514.5,5434154,362367.97,10000000
6633,11282080,2673432.2,1807426.5,10000000
6634,16481365,4827228,608574.6,10000000
6635,21655520,12152728,114051070,10000000
6636,13423314,19284934,31966852,10000000
6637,7184980,6201593.5,355511.53,10000000
6638,5599940.5,12592217,15070079,10000000
6639,5199215.5,5223224.5,3366912.2,10000000
6640,8193729,15266577,226670500,10000000
6641,8195440.5,15075822,163425550,10000000
6642,1070177,12557863,3611071.2,10000000
6643,740617.2,951787.4,3587364.2,10000000
6644,11451947,24406966,38505436,10000000
6645,13808136,10352960,19395436,10000000
6646,2317950.8,552417.06,1261539.9,10000000
6647,9214300,18478196,21647326,10000000
6648,13016444,6691519.5,1074130.6,10000000
6649,26122250,11169196,1148184.9,10000000
6650,12020281,18031326,15824357,10000000
6651,7143131,5164037,2017942.1,10000000
6652,5256267,13469133,18647058,10000000
6653,5160600,13290404,109426520,10000000
6654,23671338,7911270,17858954,10000000
6655,17945334,7611472,3281711.2,10000000
6656,7056076.5,10160279,52530004,10000000
6657,6126834.5,341984,412994.84,10000000
6658,19514548,9009295,2562623.8,10000000
6659,2936832,858678.7,211714.19,10000000
6660,2328058.2,7954338.5,1165246.5,10000000
6661,21851446,1276663,6654042.5,10000000
6662,16769551,30279920,343435970,10000000
6663,9422240,4577669.5,2213300,10000000
6664,10276570,4895536.5,439674.8,10000000
6665,17440552,3699304.5,13448281,10000000
6666,6861771.5,13839515,176322990,10000000
6667,3000717,10918888,3561915.5,10000000
6668,12225466,24259336,12271286,10000000
6669,4009754,7221386,2493591.5,10000000
6670,20715292,8866498,7153066,10000000
6671,11062059,18424228,11505456,10000000
6672,22864990,16340990,128619560,10000000
6673,9768194,16652761,270237500,10000000
6674,9747329,6509299.5,213713950,10000000
6675,21745156,13621164,2527020.8,10000000
6676,13435818,904686.06,675795.6,10000000
6677,6376104.5,13379244,7059755.5,10000000
6678,15987299,24262180,338441760,10000000
6679,11401468,10620322,37134010,10000000
6680,10987769,15977271,504108770,10000000
6681,11186146,17809540,40094680,10000000
6682,10342144,14363760,34132050,10000000
6683,5885452.5,992777.9,1376046.1,10000000
6684,16480688,4636214,781201.3,10000000
6685,14358469,11250126,13522305,10000000
6686,7141894,9781629,42439684,10000000
6687,16610746,10362434,3359480.2,10000000
6688,7440903.5,12849293,48135920,10000000
6689,17992254,18500290,315472830,10000000
6690,4713470.5,1095403.4,918980.3,10000000
6691,22472506,19538898,461765120,10000000
6692,18535772,19782460,16596764,10000000
6693,5512919,13603250,77307304,10000000
6694,5007668,6751625.5,56035730,10000000
6695,19320958,13068184,150642670,10000000
6696,1358449.8,21810038,3233752.5,10000000
6697,15315576,3464192.2,7014306.5,10000000
6698,12359760,24740670,211175710,10000000
6699,24194464,26711096,184066140,10000000
6700,17346386,15957505,15796145,10000000
6701,16809344,10232404,21972952,10000000
6702,10100623,6345218.5,3135253.5,10000000
6703,5782239.5,15129935,4471990.5,10000000
6704,12974433,6001824.5,52869036,10000000
6705,2019352.9,9588123,91679304,10000000
6706,11545624,8202525.5,10558512,10000000
6707,10699510,5901067,29516960,10000000
6708,14741610,5571504.5,2474780.2,10000000
6709,1698324.2,14481079,137611840,10000000
6710,9249296,5253447,37932830,10000000
6711,16375478,18028610,143178270,10000000
6712,16310259,6041502,2332566,10000000
6713,4814177,3933438,1315471.9,10000000
6714,22080134,2450445,675724.7,10000000
6715,9981425,9648513,13638889,10000000
6716,23521656,32871378,276896830,10000000
6717,14375022,9014051,7688140,10000000
6718,12816614,14626811,2060374.5,10000000
6719,2925880.8,11192038,2938592.8,10000000
6720,13041659,12626563,46869292,10000000
6721,741399,11928952,905601.8,10000000
6722,8124141,8345278.5,99733270,10000000
6723,12792429,17706006,104658400,10000000
6724,8176145,10696956,1544950.6,10000000
6725,7333317,13051393,66091440,10000000
6726,5876277.5,5431434.5,8051907,10000000
6727,1728912.8,7008598,2792082,10000000
6728,11376701,4963368,3663088.5,10000000
6729,14827456,4987535,6947800,10000000
6730,8062010.5,8062198.5,2087908.4,10000000
6731,9729069,3108957.2,2569383,10000000
6732,10740546,14470179,70999150,10000000
6733,15168649,8240936.5,4575340.5,10000000
6734,21879580,14628342,49404700,10000000
6735,5158505,12594114,2947224,10000000
6736,11435094,4431829,400032.72,10000000
6737,12184204,10650795,3964630.8,10000000
6738,10595785,12640713,5799826.5,10000000
6739,1574713.4,223940.58,111446.04,10000000
6740,1028243,8834141,586766.7,10000000
6741,10367142,13431212,41638780,10000000
6742,6983210.5,16638325,142670240,10000000
6743,17003370,9399088,20961218,10000000
6744,8653318,3488154.8,573868.5,10000000
6745,16640300,20657944,57235750,10000000
6746,1292122.4,14591781,3092449.8,10000000
6747,394302.88,7661107,307099.56,10000000
6748,13416417,4310639,1720854.4,10000000
6749,2089877.6,7532552.5,5386303.5,10000000
6750,12427987,18632674,9384486,10000000
6751,15731874,18820116,140189550,10000000
6752,18680908,3469863.2,4697141,10000000
6753,16145140,30360634,48578332,10000000
6754,10295163,6568455.5,209410.55,10000000
6755,26075944,25747630,201238820,10000000
6756,12368920,11224170,12999514,10000000
6757,9072996,5195678.5,3116467.8,10000000
6758,14485581,16414374,110779910,10000000
6759,5945091,6569272.5,3722229.2,10000000
6760,15676464,22810564,7869013.5,10000000
6761,5884346,5832363.5,853492.3,10000000
6762,10873364,6556982.5,15969296,10000000
6763,15143429,14627780,2191151,10000000
6764,13650731,17536310,205202600,10000000
6765,4111421.2,84007.15,44512.984,10000000
6766,11520752,19513648,3015744.8,10000000
6767,3730070,16347676,97657256,10000000
6768,6055764,13681215,26184052,10000000
6769,2648482,10732140,5805273,10000000
6770,19063694,7370835.5,10205600,10000000
6771,14153836,7647419.5,7524621,10000000
6772,8246353.5,7061819.5,2727932.5,10000000
6773,14885908,17812840,356291620,10000000
6774,17254504,27092506,333829800,10000000
6775,1482553.6,12541787,2028190.6,10000000
6776,23042750,10491091,23174286,10000000
6777,5227497,6298083.5,46854016,10000000
6778,10606620,6429813,5048408,10000000
6779,20860204,19203536,44012092,10000000
6780,7837742,7563032,1569771.5,10000000
6781,8233888,26140062,115606720,10000000
6782,16163047,12822273,9838825,10000000
6783,15346302,5434489,1519043.4,10000000
6784,22021448,13076257,54513800,10000000
6785,5672750.5,2305458.8,1367236.1,10000000
6786,14487999,9643734,5156173.5,10000000
6787,856237.4,11753484,889161.94,10000000
6788,2715679,2600421,2879286.5,10000000
6789,11052127,13220855,2011152.2,10000000
6790,7855976.5,10093410,45872852,10000000
6791,9707853,22924802,212002820,10000000
6792,12283772,5749859.5,72229650,10000000
6793,11932526,2657992.5,2696800.8,10000000
6794,6087112,15488041,2749561,10000000
6795,21492374,22323378,553158600,10000000
6796,2733104.2,17414108,13478277,10000000
6797,13859052,5385997,15944353,10000000
6798,14887738,2960568.8,2722472.5,10000000
6799,11064063,22643110,64246456,10000000
6800,14281516,20882850,206446980,10000000
6801,15605840,13724272,4646486,10000000
6802,20387730,20161352,111175300,10000000
6803,6299311.5,1176512.8,779350,10000000
6804,3663444,20362728,21892884,10000000
6805,10874780,6501283.5,3522980.2,10000000
6806,19430016,6318530.5,57413628,10000000
6807,10146712,10245457,787685.56,10000000
6808,9670101,13597968,11850283,10000000
6809,17712700,12362493,5049904,10000000
6810,11525101,19275888,16959016,10000000
6811,9125287,374943.62,910119.56,10000000
6812,7054543.5,13997290,74223190,10000000
6813,9889817,9455710,1721341.9,10000000
6814,6336661,521305.53,6062248.5,10000000
6815,14077418,20766940,3877935.5,10000000
6816,1592290.8,2284323.5,153513.3,10000000
6817,1955513.5,3242201.8,482428.97,10000000
6818,6731813,12245442,46880620,10000000
6819,8510605,4888062,54546130,10000000
6820,20362214,8452305,13812532,10000000
6821,2907105.8,11468443,8386822.5,10000000
6822,2409542,6511786.5,8688511,10000000
6823,9836577,21362884,141046530,10000000
6824,4005410.8,7733992.5,26892080,10000000
6825,2151823,15559565,2338193,10000000
6826,1960606.4,302228.3,440122.94,10000000
6827,1612406.8,7671358.5,757509.7,10000000
6828,2450443.2,8188263,1123654,10000000
6829,9187764,7822991,4454344.5,10000000
6830,2012505.8,13178717,27796090,10000000
6831,14281373,8146521,3386421,10000000
